,County,Waste,Activity,Permit,Name,Status,Address,City,Contact,Phone,lat,lng
290,Pasquotank,MSW,Trans,7003T-TRANSFER-1994,Pasquotank County Transfer Station,Active,983 Simpson Ditch Road,Elizabeth City,Mr. Bradley Gardner,(252) 335-4105,36.2527121,-76.26477919999999
291,Pender,MSW,Trans,7103T-TRANSFER-1990,Pender Co Transfer Station,Active,250 Transfer Station Rd.,Hampstead,Mr. Kenny Keel,(910) 259-0212,34.3957169,-77.66809219999999
292,Pender,LCID,LF,71A-LCID-,Running Deer LCID Landfill,Active,7214 NC Hwy 210,Rocky Point,Mr. Clyde Wisecarver,(910) 619-4121,34.4283376,-77.788697
293,Perquimans,MSW,Trans,7202T-TRANSFER-1995,Perquimans-Chowan-Gates Transfer,Active,759 Perry's Bridge Rd,Belvidere,Ms. Angel White,(252) 297-6524,36.3089892,-76.5456395
294,Person,Indus,LF,7302-INDUS-1988,Duke Energy Progress - Roxboro,Active,1700 Dunnaway Road,Semora,Mrs. Kimberlee Witt,(336) 215-4576,36.4816916,-79.0700224
295,Person,MSW,LF,7304-MSWLF-1997,Upper Piedmont Regional Landfill,Active,9650 Oxford Road,Rougemont,Mr. Erik Siebold,(336) 364-3699,36.336724,-78.8309867
296,Person,Indus,LF,7305-INDUS-2012,Duke Energy Progress - Mayo,Active,10660 Boston Road,Roxboro,Mrs. Kimberlee Witt,(336) 215-4576,36.52169,-78.9062861
297,Person,Tire,Collection,7306-TIRECOLL-2014,Person County Recycling Center,Active,741 Martin Street,Roxboro,Ms. Amanda Everett,(336) 599-7571,36.3914671,-79.00406439999999
298,Person,LCID,LF,73D-LCID-2002,Duke Energy Progress - Roxboro,Active,1700 Dunnaway Road,Semora,Mrs. Kimberlee Witt,(336) 215-4576,36.4816916,-79.0700224
299,Pitt,CD,MatRecovery,7404-MWP-2016,Pitt County Materials Recovery & Recycling Facility,Active,3025 Landfill Road,Greenville,Mr. John Demary,(252) 902-3355,35.59785,-77.43175049999999
300,Pitt,MSW,Trans,7404T-MWP-1996,Pitt County Transfer Station,Active,3025 Landfill Road,Greenville,Mr. John Demary,(252) 902-3355,35.59785,-77.43175049999999
301,Pitt,MSW,Trans,7406T-TRANSFER-2001,EJE Recycling Transfer Station,Active,802 recycling lane,Greenville,Mr. judson whitehurst,(252) 916-4770,35.62088680000001,-77.1817215
302,Pitt,CD,LF,7407-CDLF-2009,C & D Landfill Inc,Active,802 Recycling Lane,Greenville,Mr. Judson Whitehurst,(252) 752-8274,35.62088680000001,-77.1817215
303,Pitt,LCID,LF,74C-LCID-,E R Lewis Construction,Active,1462 Edwards Farm Road,Winterville,Mr. Curt williford,(252) 321-1101,35.519735,-77.346985
304,Pitt,LCID,LF,74D-LCID-,E R Lewis,Active,3034 NC Highway 33 East,Greenville,Mr. Curt Williford,(252) 321-1101,35.681952,-77.427572
305,Polk,MSW,Trans,7504T-TRANSFER-2005,Polk County Transfer Station,Active,322 landfill rd,Mill Spring N.C.,Mr. Larry Walker,(828) 894-3737,35.319338,-82.183714
306,Randolph,Indus,LF,7602-INDUS-1983,Energizer Battery Manufacturing Inc.,Active,County Land Road,Randleman,Mrs. Julia Bowman,(336) 672-4546,35.7535071,-79.7671347
307,Randolph,TypeIII,Compost,7604-COMPOST-,N.C. Zoological Park,Active,4401 Zoo Parkway,Asheboro,Mr. Jody Stancil,(336) 879-7420,35.6300322,-79.7666256
308,Randolph,MSW,Trans,7605T-TRANSFER-2002,"Asheboro, City of Recycling/SW Transfer Station",Active,630 Transfer Station Place,Asheboro,Mr. Rusty Turner,(336) 626-1234,35.7175952,-79.7966076
309,Randolph,CD,LF,7606-CDLF-2001,Gold Hill Road C&D Debris Landfill,Active,385 Gold Hill Road,Asheboro,Mr. Al Morton,(336) 629-7175,35.7192678,-79.7918883
310,Randolph,MSW,LF,7607-MSWLF-2015,Great Oak Landfill,Active,3597 Old Cedar Falls Road,Randleman,Mr. Mike McFeeley,(336) 865-3201,35.7460728,-79.74224389999999
311,Randolph,TypeI,Compost,7608-COMPOST-2017,"Asheboro, City of Compost Facility",Active,2139 Old Lexington Road,Asheboro,Mr. Rusty Turner,(336) 626-1234,35.7284109,-79.8569455
312,Richmond,MSW,Trans,7703T-TRANSFER-1994,Richmond County Transfer Facility,Active,191 Walter Kelly Rd,Rockingham,Mr. Bryan Leggett,(910) 997-8338,35.015075,-79.8057287
313,Richmond,LCID,LF,77A-LCID-1981,"Hamlet, Town Of",Active,1000 Oakhurst Street,Hamlet,Mr. William Stubbs,(910) 582-7987,34.8805094,-79.6985594
314,Robeson,CD,LF,7803-CDLF-1997,Robeson County CDLF,Active,246 Landfill Road,Saint Pauls,Mr. Gene Walters,(910) 865-3348,34.7927157,-78.9082699
315,Robeson,MSW,LF,7803-MSWLF-1997,Robeson County Landfill,Active,246 landfill Road,Saint Pauls,Mr. Gene Walters,(910) 865-3348,34.7927157,-78.9082699
316,Robeson,LCID,LF,78J-LCID-1990,"Lumberton, City of LCID Landfill",Active,500 N Cedar Street,Lumberton,Mr. Robert Armstrong,(910) 671-3851,34.6207466,-79.0026956
317,Rockingham,MSW,Trans,7902T-TRANSFER-1991,"Reidsville, City Of Transfer Facility",Active,709 Marcellus St,Reidsville,Mr. Gary French,(336) 349-1074,36.354813,-79.67958399999999
318,Rockingham,HHW,Collection,7903-HHW-2013,"Eden, City of HHW Collection Facility",Active,123 Mebane bridge Rd,Eden,Mr. Dusty Curry,(336) 627-7783,36.4771383,-79.7401816
319,Rockingham,MSW,Trans,7903T-TRANSFER-1991,"Eden, City of Transfer Station",Active,123 Mebane Bridge rd.,Eden,Mr. Dusty Curry,(336) 627-7783,36.4771383,-79.7401816
320,Rockingham,MSW,LF,7904-MSWLF-1995,Rockingham County Landfill,Active,223 Shuff Road,Madison,Ms. kathryn jolly,(336) 613-4141,36.3745902,-79.8499621
321,Rockingham,Indus,LF,7906-INDUS-2016,Duke Energy Carolinas - Dan River,Active,900 South Edgewood Road,Eden,Mrs. Melonie Martin,(336) 445-0610,36.486373,-79.7208605
322,Rockingham,TypeI,Compost,7908-COMPOST-2018,Reidsville Yard Waste & Material Recovery Facility,Active,407 Broad Street,Reidsville,Mr. Gary French,(336) 349-1074,36.3232638,-79.6570083
323,Rowan,MSW,LF,8003-MSWLF-1988,Rowan County Landfill,Active,789 Campbell Rd.,Woodleaf,Mr. Caleb Sinclair,(704) 216-8606,35.757247,-80.5550971
324,Rowan,MSW,Trans,8004T-TRANSFER-1995,East Spencer Waste Transfer Facility,Active,1000 N Long St,East Spencer,Mr. Timothy Owens,(252) 230-2609,35.691103,-80.42031999999999
325,Rowan,TypeI,Compost,8006-COMPOST-2015,Salisbury Grants Creek Compost Facility,Active,1955 Grubb Ferry Rd,Salisbury,Mr. Michael Hanna,(704) 216-8028,35.7142562,-80.4339105
326,Rutherford,CD,LF,8103-CDLF-2002,Rutherford County C&D,Active,656 Laurel Hill Dr.,Rutherfordton,Mr. James kilgo,(828) 287-6002,35.3504922,-81.9520112
327,Rutherford,MSW,Trans,8104T-TRANSFER-1998,Rutherford County Transfer Facility,Active,656 Laurel Hill Dr.,Rutherfordton,Mr. James Kilgo,(828) 287-6002,35.3504922,-81.9520112
328,Rutherford,MSW,LF,8105-MSWLF-,Rutherford County MSW Landfill,Active,656 Laurel Hill Dr.,Rutherfordton,Mr. James kilgo,(828) 287-6002,35.3504922,-81.9520112
329,Rutherford,Indus,LF,8106-INDUS-2009,Duke Energy Carolinas - Rogers,Active,573 Duke Power Road,Mooresboro,Mr. Ryan Czop,(980) 373-2779,35.2143969,-81.7603481
330,Sampson,CD,LF,8202-CDLF-1996,"Sampson County Disposal, LLC",Active,7434 Roseboro Hwy,Roseboro,Mr. Joseph Smith,(910) 525-4132,34.9662257,-78.45032739999999
331,Sampson,MSW,LF,8202-MSWLF-2000,"Sampson County Disposal, LLC",Active,7434 Roseboro Hwy,Roseboro,Mr. Joseph Smith,(910) 525-4132,34.9662257,-78.45032739999999
332,Sampson,TypeIII,Compost,8205-COMPOST-2015,Coastal Protein,Active,1600 Martin Road,Godwin,Mr. Blake Bullard,(910) 567-6102,35.157435,-78.6298551
333,Scotland,CD,LF,8301-CDLF-1997,Scotland County CDLF,Active,10681 Patterson Rd,Maxton,Mr. Bryant Higgins,(910) 844-9206,34.7266074,-79.37928699999999
334,Scotland,MSW,Trans,8302T-TRANSFER-1997,Scotland County Transfer Station,Active,21104 Old Maxton Rd,Maxton,Mr. Bryant Higgins,(910) 844-9206,34.726996,-79.379778
335,Stanly,CD,LF,8401-CDLF-1997,"Albemarle, City of CDLF",Active,40592B Stony Gap Road,Albemarle,Mr. Darren Preslar,(704) 984-9680,35.3146521,-80.15308499999999
336,Stanly,MSW,LF,8401-MSWLF-1999,"Albemarle, City of Landfill",Active,40592B Stony Gap Road,Albemarle,Mr. Darren Preslar,(704) 984-9680,35.3146521,-80.15308499999999
337,Stokes,Indus,LF,8504-INDUS-2007,"Duke Energy Carolinas - Belews Creek, Craig Road Landfill",Active,3195 Pine Hall Road,Belews Creek,Mrs. Melonie Martin,(336) 445-0610,36.2921643,-80.0641321
338,Stokes,Indus,LF,8505-INDUS-2008,"Duke Energy Carolinas - Belews Creek, FGD",Active,3195 Pine Hall Road,Belews Creek,Mrs. Melonie Martin,(336) 445-0610,36.2921643,-80.0641321
339,Surry,MSW,LF,8606-MSWLF-1998,Surry County MSWLF,Active,237 Landfill Road,Mount Airy,Mrs. Jessica Montgomery,(336) 401-8375,36.4383259,-80.5682787
340,Surry,Tire,TP,8607-TIRETP-2013,"New River Tire Recycling, LLC",Active,312 E 52 Bypass,Pilot Mountain,Mr. Ben Bryant,(276) 728-0201,36.385914,-80.46101399999999
341,Swain,MSW,Trans,8702T-TRANSFER-,Swain County Transfer Facility,Active,1422 hwy 19 south,bryson city,Mr. scott turpin,(828) 488-4999,35.4152525,-83.4653137
342,Swain,LCID,LF,87A-LCID-,Swain County LCID,Active,1422 hwy 19 sounth,bryson city,Mr. scott turpin,(828) 488-4999,35.4152525,-83.4653137
343,Transylvania,HHW,TP,8807-HHW-,Transylvania County HHW Unit,Active,500 Howell Road,Brevard,Mr. Kenn Webb,(828) 577-3603,35.118059,-82.843784
344,Transylvania,LCID,LF,8807-LCID-1988,Transylvania County LCID,Active,500 Howell Road,Brevard,Mr. Kenn Webb,(828) 884-1842,35.118059,-82.843784
345,Transylvania,MSW,LF,8807-MSWLF-1990,Transylvania County Landfill,Active,500 Howell Road,Brevard,Mr. Kenn Webb,(828) 884-1842,35.118059,-82.843784
346,Union,CD,LF,9001-CDLF-1998,Union County C&D,Active,2125 Austin Chaney Road,Wingate,Mr. Christopher Medlin,(704) 989-1949,35.0393722,-80.4593781
347,Union,MSW,Trans,9005T-TRANSFER-1999,Union County Transfer Station,Active,2125 Austin Chaney Road,Wingate,Mr. Christopher Medlin,(704) 989-1949,35.0393722,-80.4593781
348,Union,LCID,LF,9013-LCID-,Griffin Farm LCID Landfill,Active,4242 Morgan Mill Rd,Monroe,Mr. Richard Griffin,(704) 361-7791,35.0513518,-80.4965356
349,Union,MSW,Trans,9014-TRANSFER-2014,God Bless the USA Transfer Station,Active,3320 Westwood Industrial Drive,Monroe,Mr. Tim Fadul,(704) 398-4488,35.012873,-80.60965379999999
350,Vance,MSW,Trans,9102T-TRANSFER-1997,Waste Industries-Vance County,Active,3453 Hwy 39 N,Henderson,Mr. Randy Deming,(260) 579-1861,36.3732755,-78.420836
351,Wake,HHW,Collection,9203-HHW-2009,South Wake Co Feltonsville HHW Facility,Active,6130 Old Smithfield Road,Apex,Ms. Meghan Baldwin,(919) 856-5698,35.6830108,-78.8436689
352,Wake,MSW,Trans,9211T-TRANSFER-1990,"Cary, Town of Transfer Station",Active,313 N. Dixon Ave.,Cary,Mr. Robert (Bob) Holden,(919) 469-4388,35.7907676,-78.78966179999999
353,Wake,TypeI,Compost,9213-COMPOST-1991,"Raleigh, City of Yard Waste Facility",Active,900 N. New Hope Rd,Raleigh,Mr. Stan Joseph,(919) 996-6880,35.7869382,-78.5586989
354,Wake,MSW,Trans,9215T-TRANSFER-1994,Waste Management Of Raleigh/Durham Transfer Station,Active,10411 GLOBE RD,Morrisville,Mr. TRAVIS MCCLUNG,(919) 389-3362,35.8929286,-78.803276
355,Wake,MSW,Trans,9217-TRANSFER-1994,WI Garner Transfer Station,Active,3741 Conquest Drive,Garner,Mr. Nicholas Zdeb,(919) 662-7100,35.727445,-78.5696339
356,Wake,HHW,Collection,9218-HHW-2009,North Wake Co HHW Collection Facility,Active,9037 Deponie Drive,Raleigh,Ms. Meghan Baldwin,(919) 856-5698,35.9051757,-78.57970290000002
357,Wake,MSW,LF,9222-MSWLF-2008,Wake County South Wake MSWLF,Active,6300 Old Smithfield Road,Apex,Mr. John Roberson,(919) 856-6365,35.6814194,-78.8447452
358,Wake,LCID,LF,9223-LCID-2010,Buffaloe LCID Landfill & Wood Recycling Facility,Active,5525 Wake Academy Drive,Raleigh,Mr. Tommy Williams,(919) 772-4166,35.7048726,-78.6666331
359,Wake,LCID,TP,9223-LCID-2010,Buffaloe LCID Landfill & Wood Recycling Facility,Active,5525 Wake Academy Drive,Raleigh,Mr. Tommy Williams,(919) 772-4166,35.7048726,-78.6666331
360,Wake,MatRecovery,TP,9224-MWP-2012,"Wake Reclamation, LLC",Active,421 Raleigh View Rd,Raleigh,Mr. Donald Plessinger,(919) 557-9583,35.7466793,-78.63388189999999
361,Wake,CD,LF,9226-CDLF-2020,"Shotwell Landfill, Inc ",Active,4724 Smithfield Road,Wendell,Mrs. Katie Webb,(919) 876-8485,35.72436690000001,-78.43489339999999
362,Wake,CD,MatRecovery,9226-MWP-2016,Shotwell Landfill Recycling Center,Active,4724 Smithfield Road,Wendell,Mrs. Katie Webb,(919) 876-8485,35.72436690000001,-78.43489339999999
363,Wake,CD,Trans,9227T-TRANSFER-2012,Raleigh Transfer Station,Active,5565 Thornton Rd,Raleigh,Mr. Karl Regali,(919) 433-0906,35.8996024,-78.5448787
364,Wake,CD,LF,9228-CDLF-2001,Red Rock Disposal C&D Landfill,Active,7130 New Landfill Drive,Holly Springs,Mr. Donald Plessinger,(919) 557-9583,35.6044096,-78.8973432
365,Wake,CD,Trans,9229T-TRANSFER-2009,Shotwell Transfer Station II,Active,1506 N Salem Street,Apex,Mrs. Katie Webb,(919) 876-8485,35.74886660000001,-78.8490028
366,Wake,CD,LF,9230-CDLF-2014,"Greenway Waste Solutions of Apex, LLC",Active,5940 Old Smithfield Rd,Apex,Mr. Grant Kiser,(919) 367-2895,35.6871967,-78.8434181
367,Wake,TypeI,Compost,9230-COMPOST-,"Greenway Waste Solutions of Apex, LLC",Active,5940 Old Smithfield Rd,Apex,Mr. Grant Kiser,(919) 367-2895,35.6871967,-78.8434181
368,Wake,CD,LF,9231-CDLF-2012,Brownfield Road C&D Landfill,Active,2600 Brownfield Road,Raleigh,Mr. Donald Plessinger,(919) 557-9583,35.7103883,-78.50431669999999
369,Wake,MSW,Trans,9233T-TRANSFER-2008,"Raleigh, City of East Wake Transfer Station",Active,820 Corporation Parkway,Raleigh,Mr. John Roberson,(919) 856-6365,35.7901888,-78.569959
370,Wake,CD,Trans,9234-TRANSFER-2012,"Waste Industries, LLC",Active,9220 Durant Rd,Raleigh,Mr. Donald Plessinger,(919) 557-9583,35.8993751,-78.568403
371,Wake,TypeIII,Compost,9235-COMPOST-2003,NC State University Compost Facility & Research Cooperative,Active,4231 Inwood Road,Raleigh,Mr. Matt Ball,(919) 830-0766,35.724536,-78.6752028
372,Wake,CD,Trans,9237T-TRANSFER-2010,"Capital Waste Transfer, LLC",Active,424 Warehouse Drive,Raleigh,Mrs. Katie Webb,(919) 876-8485,35.7521017,-78.632869
373,Wake,HHW,TP,9239-HHW-2016,Wake HHW Wendell,Active,5051 Wendell Blvd,Zebulon,Ms. Meghan Baldwin,(919) 856-5698,35.7984525,-78.3457754
374,Wake,CD,MatRecovery,9240-MWP-2017,Elite Waste Services Pristine Water Facility,Active,520 Pristine Water Dr.,Apex,Mr. Brian Kiefer,(919) 704-0312,35.7063372,-78.8261421
375,Wake,MSW,Trans,9241-TRANSFER-2017,"Morrisville Transfer Station, LLC",Active,230 International Drive,Morrisville,Mrs. Katie Webb,(919) 876-8485,35.8442433,-78.82718469999999
376,Wake,LCID,LF,92M-LCID-,Wall Recycling LCID Landfill,Active,3000 Gresham Lake Rd,Raleigh,Mr. Dan Jarboe,(919) 906-2747,35.8825242,-78.58666629999999
377,Wake,LCID,LF,92N-LCID-1986,Currin Brothers Landfill,Active,4525 Sunset Lake Road,Apex,Mr. Glenn Currin,(919) 876-1138,35.6802306,-78.8125961
378,Wake,LCID,LF,92V-LCID-,Carolina Tree Debris,Active,1417 Old Watkins rd,Raleigh,Mr. Thomas Butler,(919) 880-2852,35.8636163,-78.5056705
379,Warren,MSW,Trans,9302T-TRANSFER-1995,Warren County Transfer Station,Active,559 Baltimore Road,Warrenton,Mr. Marshall Brothers,(252) 257-1948,36.388038,-78.142399
380,Washington,Indus,LF,9401-INDUS-2008,"Domtar Paper Company Landfill, Lined #3",Active,Hwy 149 North,Plymouth,Mr. Micheal Clea,(252) 793-8843,35.8580275,-76.7767482
381,Washington,CD,LF,9404-CDLF-1996,Washington County C&D Landfill,Active,718 Landfill Rd,Roper,Mr. Dennis Brown,(252) 793-5615,35.9185876,-76.6647563
382,Watauga,LCID,TP,9502-LCID-2016,Watauga County Landclearing,Active,336 Landfill Road,Boone,Mr. Rex Buck,(828) 264-5305,36.2198678,-81.63339060000001
383,Watauga,HHW,Collection,9503-HHW-2015,Watauga County Permanent HHW Facility,Active,512 Landfill Road,Boone,Mr. Cole Kiziah,(828) 264-5305,36.219416,-81.63146789999999
384,Watauga,MSW,Trans,9503T-TRANSFER-1996,Watauga Co Transfer Facility,Active,463 Landfill Road,Boone,Mr. Rex Buck,(828) 264-5305,36.2199,-81.631405
385,Watauga,TypeIII,Compost,9504-COMPOST-2011,Appalachian State University,Active,265 Dale Street,Boone,Mr. Max Alff,(828) 406-2289,36.2056672,-81.6566733
386,Watauga,TypeIII,Compost,9505-COMPOST-,Triple T Pumping Compost Facility,Active,1372 NC Hwy 194 N,Boone,Mr. Michael Garlock,(828) 265-9005,36.235565,-81.6570519
387,Wayne,CD,LF,9601-CDLF-1997,Wayne County CDLF,Active,460B SOUTH LANDFILL ROAD,DUDLEY,Mr. Tim Rogers,(919) 689-2994,35.2897906,-78.07147789999999
388,Wayne,MSW,LF,9606-MSWLF-1998,Wayne County Landfill,Active,460B SOUTH LANDFILL ROAD,DUDLEY,Mr. Tim Rogers,(919) 689-2994,35.2897906,-78.07147789999999
389,Wayne,MSW,Trans,9607T-TRANSFER-1997,"Goldsboro, City of Transfer Station",Active,905 Brick Street,Goldsboro,Mr. Tomey Jones,(919) 739-7450,35.37594929999999,-78.0135272
390,Wilkes,Indus,LF,9703-INDUS-1981,Louisiana-Pacific Corporation,Active,1068 ABTCO Road,North Wilkesboro,Mr. Scott Cranston,(336) 696-3483,36.20070219999999,-81.029462
391,Wilkes,MSW,LF,9704-MSWLF-1993,Wilkes County MSWLF,Active,9219 Elkin Highway,Roaring River,Mrs. Anderia Byrd,(336) 696-5806,36.2076317,-80.98999959999999
392,Wilson,MSW,Trans,9806T-TRANSFER-1997,Waste Industries Wilson Transfer St.,Active,2810 Contentnea Rd,Wilson,Mr. Michael Lee,(252) 243-6460,35.6870597,-77.9199148
393,Wilson,MSW,Trans,9808T-TRANSFER-2000,Waste Industries- Blk. Crk. Rd. Transfer,Active,3031 Black Creek Rd,Wilson,Mr. Michael Lee,(252) 243-6460,35.6846216,-77.90500569999999
394,Wilson,CD,LF,9809-CDLF-,Wilson County Westside C&D Landfill,Active,2400 NC HWY 42 EAST,Wilson,Mr. Andy Davis,(252) 399-2823,35.732156,-77.865574
395,Wilson,TypeIII,Compost,9810-COMPOST-2016,D&D Septic Compost Facility,Active,7984 Pelt Rd,Stantonsburg,Mr. Daniel Newsome,(919) 920-0368,35.5948107,-77.8765444
396,Yadkin,MSW,Trans,9903T-TRANSFER-1994,Yadkin County Transfer Facility,Active,1149 Landfill Rd,Yadkinville,Ms. Shannon Harris,(336) 849-7912,36.180147,-80.642586
